listener_id,artist_id
775-66-3137,ARFELOH1187B991F95
953-76-9282,AR3THYK1187B999F1F
483-59-5028,ARUZRFN1187B98AC05
127-36-3697,ARDOOH01187B991055
778-66-9630,AR2PT4M1187FB55B1A
676-42-2975,AR6WICD1187B998708
391-06-9198,AR3GYKU1187B996AB9
768-91-3926,ARHBWOZ1187FB3FD53
617-19-2971,ARDI88R1187B98DAB2
878-91-1400,ARR3ONV1187B9A2F59
902-03-7960,ARMFOCL119B8668919
973-04-1958,ARZEWUR1187FB53DC8
801-48-1629,ARMQHX71187B9890D3
612-93-4840,ARUKJUP12086C14589
878-59-3884,ARO0EUG1187B9AC250
181-08-7848,AR0X3JJ1187FB3A9A7
848-64-3909,ART9VCW1187B9B6FE6
522-54-0101,AR0DSOO1187B9B855E
628-05-1312,ARN7OQ21187FB5A6B3
913-29-7943,AR2ABYH1187B9A0C67
476-42-1684,AR1JGQT1187FB56878
263-82-4836,AR1ZYLH1187B98C159
748-13-8718,ARKPDBH1242077DEB1
627-35-0830,ARP32X81187B99EBF5
312-59-1345,ARH6W4X1187B99274F
833-96-7483,ARXP7MQ1187FB3AC5F
972-07-9863,ARB06Z71187B99049A
597-54-8175,ARMBDNQ1187FB3F3EC
635-18-8106,AR1PCLK1187FB5BBFF
600-30-3919,AR8LD3R1187FB4D08F
802-05-1239,ARTE9CG1187B99B1AF
189-39-9955,ARBM57Q1187B9AF97C
421-74-9864,AR6AGJV1187FB504BA
266-49-7912,ARWG0541187FB364EC
902-49-6943,ARFG9M11187FB3BBCB
419-43-7740,AR7CCCC1187FB578FF
751-49-1681,ARJJRZ41187FB4C856
789-29-2930,AR9RTS51187B996CC8
875-89-8163,ARI6OUG1187B989234
914-48-8126,ARODBRG1187FB3FD99
802-38-5606,ARG9E8O1187B99AB4F
679-52-7981,ARYA9ZH119B8668A81
748-78-0361,ARXCUQE1187B9ADD91
897-07-9553,ARQPSAB1269FCD243F
551-12-3523,ARSVRVA1187B99228A
623-98-2620,AR27XEH1187FB4EC83
725-55-5769,AR02YGA1187B9B8AC4
484-67-7826,ARRXG5Y1187B9AA016
406-49-6619,ARGO67V1187B9968D2
552-74-0171,AR039B11187B9B30D0
931-05-9401,AR2PNSZ1187B9AF0A4
542-55-4025,ARWYDXE12420780913
813-50-4927,ARMLW331187B9923F9
740-34-2151,ARHK7A51187FB411D8
609-84-5786,ARO89GU1187B98ADA2
163-58-9009,ARN5BHA1187B99E072
855-06-8565,ARMEUT11187B9BA155
638-72-0199,AR5DXUU1187B9B0E42
142-02-8401,ARPEJMN11F4C84080E
769-61-6343,ARDDTL91187B9974A7
933-79-1682,AR0CANF1187B9AF35F
955-03-9728,ARUT60Q1187B9B90E9
406-40-7803,ARUYVDC12086C11D5C
844-42-1353,ARELA4P1187B991507
183-84-6914,AR9OLFX1187B9A5762
616-39-6551,ARMBR4Y1187B9990EB
941-55-7405,AR1VWD91187FB4CE99
964-68-4965,ARZJFLE12086C117FF
793-75-2312,AR8Q4RZ1187FB46BDC
353-49-6810,ARJJRZ41187FB4C856
591-94-3179,ARHO1WI1187B98CB84
452-34-3335,AROBQ0B1187FB404F6
692-70-9010,ARYUHNV1187FB482AF
649-81-4922,ARZCXO91187FB53708
523-02-5982,AR8U8G41187B9A833B
355-35-7538,AR8W2DS1187B9B6E36
152-41-0693,ARYNSN31187FB4C573
837-93-1721,ARQVTCN11E2835DFFD
358-02-1861,ARE9SYU1187B9B9838
115-66-5284,ARYF20K1187B9B76BD
627-56-9567,ARPVFV91187B98BB94
858-39-6267,ARVUAJC1187B9908A5
289-09-6329,ARH861H1187B9B799E
937-10-8866,ARE17W51187FB5381B
118-10-6031,ARM63WJ1187B9951EA
562-28-9368,AR6TD9K1187B9A207D
489-74-8467,ARHWRBR119B8669309
127-22-6708,ARBQPXY1187B98D67B
452-18-8462,AR56P361187B9AC4DB
391-50-7481,AR0S7TA1187FB4D024
454-50-9934,ARYVLXY1187FB373B0
597-63-3677,AR7LIU31187B98EF11
942-63-7346,ARTTFAQ1187B98E4FA
976-40-3101,AR5RA3W1187B9B4A22
983-12-6607,ARIP54S1187FB53259
952-44-9559,ARJA5XT1187B9B89AA
902-71-6189,AREY3RN1187B993C5F
155-58-8353,ARB06Z71187B99049A
802-82-8586,ARPLE851187B9B2B7C
340-52-6072,ARNNBW81187FB55594
480-24-8341,ARQGNEN1187FB4494C
701-07-9568,AR69GPS1187B99E556
541-28-1781,AR9YS621187FB5AC07
402-03-1210,AR0X3JJ1187FB3A9A7
136-37-7317,AR202MX1187B9B0383
763-30-9026,AR2CM6U1187B999EB7
100-52-7837,ARM5JLS1187FB3615B
838-82-0765,ARASYMJ1187B9ACAF2
809-07-3013,AR3DYAD1187FB3964E
741-56-3486,ARODP5P1187FB40142
748-05-0611,AR1WU211187FB57E2B
629-85-6901,ARENLSD1241B9C71B9
104-46-7462,ARJBWQI1187B9B17D1
333-99-7256,ARE08BN1187B98FCA3
575-00-8142,ARZJ4MI1187B9AF5AF
322-23-9971,ARUWB5W1187B98D7A1
192-29-3651,ARVNIVQ1250941026F
550-29-8427,AR4TLW81187B99683D
248-49-7915,ARJ9DSA1187B990E00
289-78-2674,ARQCHDN1187FB4C7C2
698-25-4276,ARYZV2X1187B997BE7
751-35-8374,ARMW8O71187B98CD90
919-68-3576,ARIULTJ1187B9A2017
748-37-4137,ARE8GLF1187FB52532
832-73-3688,ARSWXNX1187FB3D04E
772-52-6477,ARTDUXM1187B9899ED
380-08-1806,ARTJPHB1187B9968E5
771-60-1021,ARNNHLN1187FB42912
265-18-9351,AR502DZ1187B98F8E1
795-79-3551,AR9F71I1187FB46CAF
597-86-1332,ARFCOGY1187FB454B4
576-67-9789,AROIHOI122988FEB8E
127-61-3134,ARM0RY81187B9AF248
523-75-9333,ARBEBBY1187B9B43DB
549-54-4327,ARS1DCR1187B9A4A56
948-60-2143,ARXTM8U1187B99F200
284-19-9650,ARWJHW61187B98FA8E
907-00-0809,AR5U94U1187FB5CDCF
868-02-8540,ARA373P1187B9A74C7
394-83-6440,ARWI6LR1187FB46E9F
359-22-5830,AR609UN1187FB53FA1
720-37-1222,AR8SRQ31187FB4D477
354-82-7328,ARJ1W5M1187FB458F3
542-15-9090,ARWSMC91187B9AD369
756-90-1964,ARZOVCV11F4C83D9FA
108-91-4968,ARB3YS71187FB4E54E
458-01-5623,ART09111187FB5BF48
213-20-4298,AR0NQD81187FB3AD13
124-60-1106,ARDEC2A1187B9A460E
567-43-6113,ARH4Z031187B9A71F2
906-24-6752,ARZBYDY1187FB46DD7
973-27-9985,AR0B5HI1187B9B9DB9
713-88-9874,ARFZNDU1187FB417FC
260-18-4337,ARKRQSV1187B99FB13
315-50-0840,AR0N0DX1187FB41327
198-25-3868,ARJPZSG1187FB3E985
842-90-4026,AR4L4WQ1187FB51996
493-40-6357,ARGXNS21187B999665
533-64-9448,ARKJVHY11E2835E76B
784-96-1364,ARBOG0H1187B99F775
852-08-2307,ARHU9211187B9B7E0E
322-29-4005,ARGMRRK1187FB5BE1F
621-64-4554,AR0I2BV1187FB3D89F
370-11-2111,ARMFGS71187B98ED03
371-70-0851,ARDL6T21187FB36FDD
418-64-2533,ARPPTNG11F50C482A3
186-71-1925,ARVN9FZ1187FB393F1
244-13-0194,ARUILCK12086C13991
609-84-5756,ARD3LXU1187B9ABFC5
816-31-4640,ARW90Y31187B98FC7C
783-41-6485,ARNLW7H1187B99EC9D
233-29-7594,ARXPPEY1187FB51DF4
659-86-7807,ARPHH7Z1187B9B6A3A
150-09-6640,ARCID1N1187FB51DA0
347-66-2449,ARL6UP41187FB5C604
357-28-0098,AR3KXHI1187FB3A8BF
686-23-0768,AR93D4D1187FB3ACAD
731-36-5251,ARPOPBQ11F4C83D36D
204-52-9557,ARMKO9M1187B9B0848
144-53-5143,ARKYI5T1187B99334F
282-83-5161,ARQ0BZY1187B99F093
298-86-4685,ARIJ7MR1187B9B484E
934-58-6372,ARWHM281187FB3D381
275-62-4483,ARFERPC1187FB557F6
446-58-9367,AR7Y6JX1187FB4D9B3
623-49-9057,ARI4NXX1187FB59DF2
577-86-9856,ARX2DLI1187FB4DD03
885-12-7160,ARDHKHJ1187B9B62EA
534-27-6708,AR7C6G11187B9B4C1E
595-14-5105,ARKQ9JM1187FB57521
265-75-9440,ARADF5Q1187B98DAE7
507-16-7670,ARH0NCL1187B99B41A
597-50-5433,ARTXS851187FB411C7
391-44-0150,AR10USD1187B99F3F1
629-72-8649,ARBQPXY1187B98D67B
932-56-3983,ARSW5F51187FB4CFC9
817-55-3804,ARPKGV01187B9939F5
763-23-4531,AR6J3X81187FB59A7B
680-34-0022,ARJXULI11F4C83C865
304-82-7954,ARRLCY71187B9A0FC6
580-97-6322,ARTB5PP1187FB523B7
376-43-1956,ARJAOPV1187B9A96D9
809-29-9939,ARQFPCY1187FB552CE
523-44-3880,ARWZSFC1187FB567BF
657-03-5548,ARWXHRS1241B9C7A1E
878-30-1830,ARWD82K1187B98CFF2
764-15-2290,AR7N7MI1187FB46935
194-28-9813,ARH6VQG1187B9BA0FA
954-42-7892,AR6ZYK41187B9996BB
625-83-1671,ARW1MUW1187FB4D5A1
180-21-3141,ARZVEF91187B9AC770
752-12-3651,ARZZRK91187B9A5CA5
601-06-1726,ARV1RMI1187FB48F94
233-78-0134,AR1OBRC1187FB59AD4
319-44-0821,AR2KPDL1187B9A6BD8
881-38-9538,ARUF32D1187B9B157E
670-36-2562,ARDNUIN1187B98CB45
896-30-8402,AR3PN3R1187FB4CEBD
661-15-2400,ARTYXQC1187B9ACAB2
807-11-9376,ARUKJUP12086C14589
855-29-1681,AR3Q48J1187FB55278
401-68-5009,ARSYKGV1187B9A49CD
742-95-0008,AR9YWMS1187FB43A34
495-83-8304,ARFJD5L1187B9A30BA
247-73-6046,ARVN9FZ1187FB393F1
538-70-8109,AR1KMPF1187B99AA98
981-94-1314,AR9788H1187B9A05D1
935-90-8443,ARHXWB01187B9A205C
418-58-9017,ARZ2CX31187B991668
655-11-7093,ARPOPBQ11F4C83D36D
219-01-3991,ART3O5Z1187B9AB043
853-91-7161,ARVSDB11187FB4270B
114-41-8859,AR573WK1187FB47167
943-37-3314,ARMJAGH1187FB546F3
163-45-7313,ARB29H41187B98F0EF
194-26-0276,ARIUHYM1187B9AEAE4
541-96-6588,ARF3L8J1187B9B7866
949-93-7305,ARWRS4D1187FB3FCD4
160-25-7919,ARU24791187B996E24
460-61-7301,ARWQQYJ1187B9ADC4C
915-28-5558,AR6DD3C1187FB3D775
679-35-9802,ARVMFE61187B992463
203-42-0282,ARMAOIY1187B9A3893
269-76-7645,ARLDW2Y1187B9B544F
832-09-7697,ARGEKDX1187FB3A5BF
466-65-8752,ARELA4P1187B991507
606-63-7714,ARYN8YT1187FB38396
608-06-0587,ARVUQIC1187B9A7C66
601-08-0517,ARJ9DSA1187B990E00
317-81-5414,ARYPRAG11F50C48C62
443-44-7634,ARK6JC91187B9B4B2D
506-44-6836,ARDGBFI1269FCD6AA6
237-32-2663,ARELFAE1187FB40D0A
195-59-7984,AR8ACFK1187B9B4063
162-21-5577,ARRPCKN1187FB5BA2F
151-01-3272,AROGAPH1187B98CF9C
467-41-7366,ARAPI451187B9B6E6F
655-00-4764,AR03BDP1187FB5B324
443-42-5367,ARH8B5X1187FB3B6C0
810-94-5973,ARGSAFR1269FB35070
535-94-5077,AROVE3N1187FB44DAD
113-91-5745,AR3SEQM1187B98E9E8
757-92-5922,ARS2FUA1187B9ADABF
496-37-2661,ARUZL121187FB4B42D
913-51-9247,AR937CC1187B99B9B9
438-65-9088,AR5BX3Y1187FB39E93
598-57-4739,ARS0W831187B9AF0B7
431-80-8255,ARVML4B1187FB52324
648-93-6458,ARASYMJ1187B9ACAF2
897-20-5966,ARP96FM1187B9AEA77
512-03-5604,AR31G891187FB3892D
400-75-3522,ARUG6DV1187B992475
382-41-5237,ARNQ7UN1187B98EE77
904-74-2054,AR7CCS31187B98C531
526-58-5967,ARB5TJM1187B9A71FD
899-42-9240,ARB5S4L1187FB4AD20
534-37-5115,ARSEC9Q1187B98912D
673-63-8481,ARKETDZ1187B9B2566
987-73-1485,ARW90Y31187B98FC7C
602-22-1660,ARLUAK21187B9B785A
114-51-4225,ARZENOX1187B98A645
617-32-5362,ARTWWNA1187B9B3BD7
103-15-3022,ARUG6DV1187B992475
442-28-6766,ARSZDAS11E2835C305
969-12-5849,AR5UVIM1187B98A8B9
598-30-7019,ARN7OQ21187FB5A6B3
106-42-7932,ARVBP9K1187FB48254
300-96-8017,ARHK7A51187FB411D8
747-00-5707,AR4B3RX1187B9A868A
358-17-5226,ARZSTXE1187B99DD77
286-78-8857,ARYXGST1187B991071
853-41-0123,AR9XDAA1187B99768F
176-06-0588,ARYF20K1187B9B76BD
497-32-8190,ARGGEGH11F4C83C076
622-11-9390,AR6PJ8R1187FB5AD70
902-93-0953,AROTIMO1187FB532BF
187-40-5966,AR3EABF1187B98AD35
624-99-1260,ARGDY4Y1187B9A334F
673-37-3924,AR26X1C1187B9B0A1B
624-55-0932,ARIIXHS11F50C48D0D
784-09-3779,ARTXGGI1187B9B3D58
578-14-6508,ARRJ3UC1187FB579D7
665-63-7664,AR3P1NA1187FB44B9E
967-78-1964,AR1ZYLH1187B98C159
424-12-6778,ARTLGXQ1269FB35910
785-53-7440,ARM578G1187B989000
363-10-0325,ARXWBYG1241B9CE962
990-61-1781,ARR6LWJ1187FB44C8B
555-26-1537,ARIXPDI11E90579CD5
644-50-6924,ARXX9J41187B9AE4D0
185-29-5505,ARK8EHO1187B9B71D1
389-27-4269,ARPTJHV11F4C83EF53
270-44-1969,ARXTM8U1187B99F200
991-29-4812,ARG4KW31187FB51B7C
995-17-9732,ARBTD2Y1187B9B3EA5
807-09-9890,ARS8VY21187B990549
679-17-5463,ARML8X41187B990644
224-50-9865,AR58SJE1187B9A8E4C
311-91-9517,ART8F8O1187B9A538D
348-90-7946,ARKU3Z61187FB51DCA
502-40-2192,ARUP5LV1187FB50BD8
781-30-9192,ARV8LAR1187FB3DE2A
551-17-6755,ARIIMGV11F4C842BDA
790-68-5317,ARZVBBM1241B9CB622
842-13-5604,ARFCOGY1187FB454B4
879-32-0941,ARIYH1U1187B9AF8A3
609-42-9397,AR0U44O1187B99007C
811-71-4505,ARM7EDF1187B9B3FA1
307-40-1161,AR2XI6G1187B9AE7DA
603-24-7464,AR1NT3H1187B99F67B
328-63-1144,ARPJMMD1187FB4BD47
817-78-6036,ARFWL8S1187B9B4B44
856-37-7140,ARXCUQE1187B9ADD91
428-59-5742,ARAR4YH1187B98BF2A
687-09-6115,ARIH5GU1187FB4C958
877-82-6499,ART5MUE1187B98C961
782-17-9413,ARF84A41187B9A34E7
403-98-1430,ARHMZAR1187B9B077C
848-14-2861,ARIF6IS1187B98FDEB
115-42-2722,ARQRD391187FB5515A
133-34-4404,ARNNQ9E1187FB3C82F
803-63-0687,AR02YGA1187B9B8AC4
667-84-1810,ARRJNTE1187FB44E12
396-99-9211,ARGLRBB12472CE2CFF
237-87-3041,AR4JY8V1187B98A62F
663-69-1084,ARR6MOS1187B994C51
406-63-9815,ARF3HEO1187B9AF2F4
351-41-0634,ARXBXVM11E9057944C
337-26-9762,ARS26BQ1187B99466D
546-01-1672,ARXZIHJ1187B9A4ED9
612-23-0626,AR6C8EJ1187FB3F473
204-44-2058,AR199MY1187B9B731E
241-33-5568,ARKCYJV1187FB392E9
140-56-7552,ARTE6AQ1187B9B2826
304-62-6447,AROEL1B1187B988B90
388-97-0249,ARQL2SZ1187B99244B
455-03-2380,ARD2NDU1187B99B615
592-49-3979,ARSAJKR1187FB4C5DC
566-39-5436,AR08GQF1187B98E316
474-45-3239,ARNDB1X1187B990AA0
496-33-0192,ARBUHDB1187FB3E72C
888-89-0414,ARKC83D1187B9AB367
562-97-9549,ARXLOGT1187FB45068
995-91-9389,ARGKPBC1187B9ADF8E
995-62-8114,ARTWPGO1187FB52DC3
995-17-9732,ARLZ6BF1187FB3DD6A
995-00-7599,ARO5P0H1187FB5BAD7
991-89-8415,ARIJ7MR1187B9B484E
991-47-3811,AR2D6TV1187B9B2FBF
991-29-4812,AREDTTS1187FB5357E
991-14-3332,AR58SW81187B992CA0
991-01-1204,ARXJJSN1187B98CB37
990-61-1781,ARMR44C1187FB433D2
989-03-8502,ARJKZOP11F50C51177
987-73-1485,ARE8GLF1187FB52532
986-68-0196,ARA2CR31187FB36A39
985-22-4173,AR1DC0611A348EFB30
984-98-8616,ARBHBE91187B9A1F58
984-68-4504,ARMB95F1187B9B5B93
983-99-9687,ARMY5XE1187FB38AF3
983-88-2594,AR32JLC1187B9946AF
983-12-6607,AR5TQ1T1187FB59492
983-01-8729,ARIRBO11187FB4B219
982-11-7847,ARYKCQI1187FB3B18F
981-98-1275,AR5MSL51187FB52E11
981-94-1314,AR6W5MS1187FB3BF47
981-01-8439,AR78ZID1187B9B31ED
979-75-7600,AR6IJ6U1187B99FC7C
978-82-9679,ARMIQRB12298900AFB
976-40-3101,AR4R1FL1187FB55C3B
974-73-9194,AR6XPWV1187B9ADAEB
973-98-5971,ARBVHDI1187FB436DF
973-27-9985,ARQWHQV122988FCC57
973-04-1958,ART9Z1P1187FB36C94
972-07-9863,ARKMIBT11F4C8430D9
969-12-5849,ARN8NCB1187FB49652
968-09-4360,ARD3ICK1187B9A56C9
967-78-1964,ARZVEF91187B9AC770
966-40-2860,ARA0YAE1187B9B1D16
965-72-7488,AR3AIEI1187B992D8D
965-32-2856,ARML3X41187FB35F2E
964-68-4965,ARJJYQS1187B996882
962-80-9270,AR8ZTV41187FB3F311
961-48-1484,ARLDW6Z1187FB3F2A0
960-11-7395,ARTVBNL1187FB52DF3
960-09-7533,ARIRD6J1187FB5A98C
959-91-7050,ARXGWNG1187FB503A5
959-19-4842,ARGBR4I1187B99D073
956-81-0221,AROPC1B1187FB567E3
956-80-9393,ARUGX5X1187FB468C4
955-67-4075,ARH09RT1187FB4A843
955-03-9728,AR9XEVF1187B99D017
954-63-4114,ARV2X851187FB41A78
954-42-7892,ARXW2MN1187B9B8817
953-76-9282,AROIHOI122988FEB8E
953-42-8601,ARKIYC51187FB4775A
952-44-9559,AR8BMEQ1187B9B4214
950-31-4569,ARTJJZZ1187B9BA5E7
949-93-7305,ARRH63Y1187FB47783
948-94-2175,ARE8HA81187B99A95F
948-60-2143,AR6OPE31187B9B9CB7
948-13-8708,ARIRD6J1187FB5A98C
946-63-1841,ARWBL9E1187FB4E695
943-37-3314,ARD39VZ1187B9B9A57
942-63-7346,ARTDBI61187FB48479
941-55-7405,AREPD8D1187FB3F5BC
939-61-4304,ARPTJHV11F4C83EF53
939-55-1131,ARODMZJ1187B9ACE8E
938-80-7047,AR0DTOH1187FB4B83A
938-55-5039,ARSTA431187B9A3599
937-72-4641,ARA6BH81187B98F3AF
937-10-8866,AR0B1CH1187FB3A824
935-90-8443,ARBQPXY1187B98D67B
935-73-1542,AR46CAD1187FB4D84B
934-71-8329,ARXKVWH11F50C4974D
934-58-6372,ARRX4FO1187FB58DD6
934-40-5419,ARDW5AW1187FB55708
933-79-1682,ARG8DXO1187B9AF743
932-56-3983,AREV2491187B9B017E
932-30-6448,ARD5SR21187B9B5F4A
932-27-8041,ARDM8331187B9B947E
931-05-9401,ARBXBQR1187FB56FA5
929-34-4126,AR223M11187B9ADDD6
927-54-8662,ARDSWIE1187FB39056
927-38-4406,ARGCTOE122988F0925
924-71-6499,ARENU9O1187B993B5E
924-15-8402,ARK0BT61187B9ACEC2
921-22-3566,ARIRD6J1187FB5A98C
920-42-7547,ARH3S5S1187FB4F76B
919-98-9535,ARMGJ1W1187FB53EEC
919-68-3576,AR72Q9R1187B98A664
915-28-5558,ARAPH9U1187B9B34F0
914-48-8126,AR0CWSC1187B9AFE3F
913-51-9247,AR9A5TK1187B9AD07F
913-29-7943,ARE13NK1187FB4CF92
912-72-1974,AR0569B1187B9A4036
910-07-1473,ARL6F541187B9ADC0C
908-72-1392,ARUKN9H1187B9B71C8
908-62-6142,ARRXG5Y1187B9AA016
908-48-1230,AR4FGSF1187FB528BE
908-05-3058,ARLHEM01187B9AFF5B
907-85-7575,ARC87OG1187B99F540
907-00-0809,ARX2DLI1187FB4DD03
906-77-7843,ARB0OOC1187B98B2C4
906-24-6752,ARFAKQ01187B990163
906-08-0521,ARGIABO1187FB4B3B5
904-74-2054,ARALUUG1187FB58696
904-19-3331,AR5WPYF1187B9B40DA
902-93-0953,ARLWR721187B9A03C9
902-71-6189,AR2TT8P1187B9B624D
902-49-6943,AREHK7O1187B9ADDD7
902-10-2766,ARDL6T21187FB36FDD
902-03-7960,AR4GAFY1187B9B639D
901-00-6424,ARGXLDE1187B99244E
899-42-9240,ARLGIX31187B9AE9A0
898-53-5307,ARVI9KK1187B9AACB4
897-20-5966,ARNE16X1187B9B2DEE
897-07-9553,ARJR7S11187FB36A2A
896-90-2903,ARN8NCB1187FB49652
896-30-8402,AR392MV1187FB3C3FE
896-14-9390,ARVNBNU1252CCFA156
895-66-4584,AR879VR1187FB4DC8B
895-34-1278,ARWV0Q11187FB4CDCE
895-18-9272,AROSGVP1187B9B011F
894-42-0561,AR4GP451187FB3F2BB
892-52-4274,ARGCEOR1187B9A4E7D
891-99-0918,ARAGMIV11F4C843F78
890-89-3803,ARB2M051187FB56FA9
890-87-8520,ARIH5GU1187FB4C958
890-69-4334,ARUJ5A41187FB3F5F1
890-53-4004,ARJ1W5M1187FB458F3
890-06-4807,ARJ7SQ31187B9AF432
888-98-7521,AREOGMA1187B9908EF
888-89-0414,ARQI3OI1187B99DB1A
886-62-6621,AROGHQQ1187B9890E3
885-12-7160,ARCYQ1P1187FB3F3CA
883-61-5678,AR1VCLT1187FB4C8AC
882-51-1382,ARPPIDW1269FB37D97
881-89-2178,AR6PJ8R1187FB5AD70
881-38-9538,ARBJSO81187B9BA09B
879-58-0000,ARLKMZE1269FB37388
879-32-0941,AR2PNSZ1187B9AF0A4
878-91-1400,ARD7U0O1187FB5531A
878-59-3884,ARS26BQ1187B99466D
878-30-1830,AR9YV621187B99373E
877-82-6499,ARKCAKL121318C569E
877-74-3562,AROLMXS1241B9C6915
877-29-3911,ARRNO111187B9B3FC9
876-91-8265,ARFONSP11F50C4D175
876-55-5397,ARI3WLL1187B99182B
876-35-1817,AR9AN471187B99E0DA
876-08-4564,ARPBNLO1187FB3D52F
875-89-8163,AR7V3VQ1187B9A08AA
875-87-9533,ARK8EHO1187B9B71D1
874-71-5133,ARNBFWO1187FB4D1DD
874-65-9749,AR4M1KM1187B9AC7E2
870-04-6203,ARELA4P1187B991507
868-02-8540,ARODBRG1187FB3FD99
866-52-2236,ARMEGHI11E2835C3C3
865-95-8971,ART4EPR1187FB38772
861-96-4117,ARVJ0JK1187B98C9C0
861-84-9273,ARJSGPI1241B9C8855
859-05-3810,ARNZPLV1187FB3DF5D
858-58-2967,ARHY20W1187B9B8262
858-39-6267,ARY53RR1187B9AE485
856-37-7140,ARDMWZS1257509D66D
856-31-6017,ARDEC2A1187B9A460E
856-06-1773,AR1ZZOW1187B99BA84
855-29-1681,ARC6UC81187B989062
855-08-8597,AR1KMPF1187B99AA98
855-06-8565,ARK8EHO1187B9B71D1
854-33-7359,ARIHI8H1187B9B0058
853-91-7161,ARZKUQF11F4C8456E8
853-41-0123,AR7537T1187B98FF59
853-22-4784,ARNITNO1187FB555D3
852-90-3001,AREB9421187FB458EF
852-60-7785,ARGREXL1187FB3FC9B
852-54-6475,ARSAWAQ1269FB35DF2
852-08-2307,ARA8O8L1187B9AD61D
851-36-8165,ARWKVPA12509411EFF
850-68-5434,AROPZYT11F4C83EFFA
849-53-5306,AR6KB411187FB40C09
849-18-5124,ARVN9FZ1187FB393F1
848-71-8199,AR828WL1187FB47E81
848-64-3909,AR8TCLH1187B9A85E4
848-48-6190,ARNLOX91187B990BFC
848-14-2861,AROIIF91187FB4F2D5
845-49-7090,ARODFDS1187FB57348
844-42-1353,AR5K75Y1187B9B5F7E
844-35-8059,ARF1E421187B9AF8C4
842-90-4026,ARQ76LG1187B9ACD84
842-13-5604,AR7LN7G1187FB395BB
840-17-7063,AR3N2H11187B98AFBA
838-82-0765,ARU3YYC1187FB43FEE
837-93-1721,AR567PN1187FB4B4F2
835-42-2227,ARUNYOW1187FB43F2A
834-67-3434,ARNJ2VR1187B989DA8
833-96-7483,ARE26EG1187B990AEF
832-73-3688,ARIK8T31187B9A4D4F
832-09-7697,AR63RWN1187FB3E89A
831-85-5444,ARR3ONV1187B9A2F59
831-49-9093,AR695PK1187B996E35
831-34-9338,ARBZAIL1187FB5B1C8
831-00-7966,ARSF4161187B9B449F
830-29-4976,ARBFQ7L1187B9ACD48
829-25-3452,ARNMHWR11F4C83B384
829-13-5039,ARHSYTC11F50C505F9
825-77-2831,ARVFGPJ1187B9A2477
824-19-9636,ARI9ZSM1187FB377C5
818-79-9698,AR6Q6PN1187B9A01E1
818-22-0899,AR2P71H1187B9B8C00
817-88-5870,AR23SSG1187FB3AC75
817-78-6036,ARRVGAX1187FB4D745
817-55-3804,ARML8X41187B990644
817-15-1014,ARVG4OK1187B9B6BD3
816-31-4640,ARNHHIV1187FB4EA23
816-03-0116,AR53RLV1187FB39AA5
813-50-4927,ARN7OQ21187FB5A6B3
812-64-9942,ARTXS851187FB411C7
811-71-4505,ARWIMT21187B9B5AEC
811-65-3447,ARYO9BU1187B9ADA88
810-94-5973,ARB45GQ1187B98D2B4
810-27-8389,AR0G47L1187B98CC6D
809-84-7958,ARJA1841187FB3A029
809-29-9939,ARUZRFN1187B98AC05
809-07-3013,ARSL3N21187B98DFC5
807-11-9376,ARL635X1187B990092
807-09-9890,AR12F2S1187FB56EEF
805-05-8107,ARTXEZN1187B9B8190
804-75-1735,AR6Q6PN1187B9A01E1
803-63-0687,ARC5Q0L1187B98D463
803-50-1553,ARX9L381187B9B7265
802-99-2702,ARFH6FT1187FB5BF47
802-82-8586,ARN9GBH1187FB3FEF9
802-38-5606,AR7TTCH1187FB3F95C
802-05-1239,ARAH4TU1187FB51D28
801-57-3453,AR25WM21187FB461B3
801-48-1629,ARZQM8D1187FB438CC
798-88-2315,ARV4KO21187FB38008
797-73-5952,ARKU3Z61187FB51DCA
797-31-0773,AR03BDP1187FB5B324
795-79-3551,AR03BDP1187FB5B324
793-75-2312,ARXLX5L1187FB47BED
791-55-1723,ARVD9M11187FB49291
790-68-5317,AR787QE1187B9B48C6
789-56-0324,ARZWK2R1187B98F09F
789-29-2930,AR0BV7E1187FB386C1
788-80-7437,AR0IVSA1187FB4F069
788-48-5780,ARIUNKJ12802FDE157
785-89-3368,ARDF6RM1187FB5A409
785-53-7440,ARGBGC71187FB3DD0B
785-41-0664,ARB054P1187B9AD32E
785-09-8897,ARYHTAK11F50C4A2FB
784-96-1364,ARHMUJK1250940F0DE
784-09-3779,ARM9QAE1187B9AF687
783-41-6485,ARCF06I1187B995398
783-20-6782,ARYISOC1187B9998F1
782-90-3640,ARCRR5X1187FB3BD4A
782-17-9413,ARTXS851187FB411C7
781-30-9192,ARBXIDR1187B9AB77E
778-66-9630,AR1QXAQ1187FB47FAC
777-75-4518,ARJFOC01187FB413A5
777-12-3787,ARQ8FR81187FB58D27
776-11-5190,AR0WV4Y1187B99B806
775-66-3137,ARCT5P61187FB3D950
773-92-7241,ARYYCVC1187B9A8510
772-52-6477,ARB336A1187B9A4583
771-60-1021,AR0WCZW1187B99F592
769-95-1588,ARYB42B1187FB37B01
769-61-6343,AR84AQE1187B98AD9C
768-91-3926,ARK0VFZ1187FB4309B
768-77-3398,ARM5JLS1187FB3615B
766-19-5673,ARCLFWR1187B9AE7B2
766-17-1892,ARW9DSD1187B9A0345
764-72-6790,ARFWL8S1187B9B4B44
